device_name,device_type,eq_variant,data_source,score_before_eq,score_with_eq,preamp_db,num_filters,filter_index,filter_type,fc_hz,gain_db,q,generator_version,generated_at,source_file
HiFiMAN Ananda,headphone,flat,,,,-2.3,7,3,PK,346.0,-8.06,0.5,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-flat.txt
HiFiMAN Ananda,headphone,flat,,,,-2.3,7,4,PK,356.0,4.69,1.69,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-flat.txt
HiFiMAN Ananda,headphone,flat,,,,-2.3,7,5,PK,1726.0,4.65,2.99,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-flat.txt
HiFiMAN Ananda,headphone,flat,,,,-2.3,7,6,PK,3322.0,-6.86,1.58,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-flat.txt
HiFiMAN Ananda,headphone,flat,,,,-2.3,7,7,PK,3479.0,2.59,3.84,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-flat.txt
HiFiMAN Ananda,headphone,score,,,,-2.1,7,1,PK,60.0,-2.19,3.29,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-score.txt
HiFiMAN Ananda,headphone,score,,,,-2.1,7,2,PK,100.0,-0.28,0.84,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-score.txt
HiFiMAN Ananda,headphone,score,,,,-2.1,7,3,PK,332.0,-7.19,0.5,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-score.txt
HiFiMAN Ananda,headphone,score,,,,-2.1,7,4,PK,348.0,3.84,2.34,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-score.txt
HiFiMAN Ananda,headphone,score,,,,-2.1,7,5,PK,1741.0,3.8,3.17,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-score.txt
HiFiMAN Ananda,headphone,score,,,,-2.1,7,6,PK,3002.0,-4.95,2.36,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-score.txt
HiFiMAN Ananda,headphone,score,,,,-2.1,7,7,PK,4739.0,-1.47,3.15,,,headphone_eq/HiFiMAN Ananda/iir-autoeq-score.txt
HiFiMAN Ananda Nano,headphone,flat,,,,-2.5,7,1,PK,71.0,3.86,1.65,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-flat.txt
HiFiMAN Ananda Nano,headphone,flat,,,,-2.5,7,2,PK,77.0,-4.52,1.1,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-flat.txt
HiFiMAN Ananda Nano,headphone,flat,,,,-2.5,7,3,PK,501.0,2.22,1.89,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-flat.txt
HiFiMAN Ananda Nano,headphone,flat,,,,-2.5,7,4,PK,525.0,-4.37,0.5,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-flat.txt
HiFiMAN Ananda Nano,headphone,flat,,,,-2.5,7,5,PK,1461.0,0.22,1.56,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-flat.txt
HiFiMAN Ananda Nano,headphone,flat,,,,-2.5,7,6,PK,1855.0,4.08,2.17,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-flat.txt
HiFiMAN Ananda Nano,headphone,flat,,,,-2.5,7,7,PK,3683.0,-2.9,1.42,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-flat.txt
HiFiMAN Ananda Nano,headphone,score,,,,-2.2,7,1,PK,75.0,-0.33,2.45,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-score.txt
HiFiMAN Ananda Nano,headphone,score,,,,-2.2,7,2,PK,107.0,-1.74,1.91,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-score.txt
HiFiMAN Ananda Nano,headphone,score,,,,-2.2,7,3,PK,414.0,-5.0,0.7,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-score.txt
HiFiMAN Ananda Nano,headphone,score,,,,-2.2,7,4,PK,434.0,3.22,1.74,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-score.txt
HiFiMAN Ananda Nano,headphone,score,,,,-2.2,7,5,PK,1499.0,-1.37,0.5,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-score.txt
HiFiMAN Ananda Nano,headphone,score,,,,-2.2,7,6,PK,1812.0,4.12,2.06,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-score.txt
HiFiMAN Ananda Nano,headphone,score,,,,-2.2,7,7,PK,5295.0,-3.34,1.86,,,headphone_eq/HiFiMAN Ananda Nano/iir-autoeq-score.txt
HiFiMAN Ananda Stealth V2,headphone,flat,,,,-2.0,7,1,PK,61.0,0.6,3.03,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-flat.txt
HiFiMAN Ananda Stealth V2,headphone,flat,,,,-2.0,7,2,PK,81.0,0.32,1.51,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-flat.txt
HiFiMAN Ananda Stealth V2,headphone,flat,,,,-2.0,7,3,PK,296.0,-5.61,0.5,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-flat.txt
HiFiMAN Ananda Stealth V2,headphone,flat,,,,-2.0,7,4,PK,328.0,2.55,2.07,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-flat.txt
HiFiMAN Ananda Stealth V2,headphone,flat,,,,-2.0,7,5,PK,912.0,-1.39,2.47,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-flat.txt
HiFiMAN Ananda Stealth V2,headphone,flat,,,,-2.0,7,6,PK,1633.0,2.82,4.0,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-flat.txt
HiFiMAN Ananda Stealth V2,headphone,flat,,,,-2.0,7,7,PK,7029.0,-5.82,2.72,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-flat.txt
HiFiMAN Ananda Stealth V2,headphone,score,,,,-2.0,7,1,PK,60.0,0.32,3.04,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-score.txt
HiFiMAN Ananda Stealth V2,headphone,score,,,,-2.0,7,2,PK,158.0,3.39,2.08,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-score.txt
HiFiMAN Ananda Stealth V2,headphone,score,,,,-2.0,7,3,PK,163.0,-5.98,1.4,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-score.txt
HiFiMAN Ananda Stealth V2,headphone,score,,,,-2.0,7,4,PK,437.0,-3.48,0.67,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-score.txt
HiFiMAN Ananda Stealth V2,headphone,score,,,,-2.0,7,5,PK,1744.0,3.49,2.79,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-score.txt
HiFiMAN Ananda Stealth V2,headphone,score,,,,-2.0,7,6,PK,3378.0,-4.79,1.45,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-score.txt
HiFiMAN Ananda Stealth V2,headphone,score,,,,-2.0,7,7,PK,7693.0,-1.57,2.56,,,headphone_eq/HiFiMAN Ananda Stealth V2/iir-autoeq-score.txt
HiFiMAN Arya,headphone,flat,,,,-1.8,7,1,PK,65.0,0.32,2.45,,,headphone_eq/HiFiMAN Arya/iir-autoeq-flat.txt
HiFiMAN Arya,headphone,flat,,,,-1.8,7,2,PK,135.0,-1.32,1.14,,,headphone_eq/HiFiMAN Arya/iir-autoeq-flat.txt
HiFiMAN Arya,headphone,flat,,,,-1.8,7,3,PK,358.0,-4.96,0.5,,,headphone_eq/HiFiMAN Arya/iir-autoeq-flat.txt
HiFiMAN Arya,headphone,flat,,,,-1.8,7,4,PK,430.0,2.13,2.3,,,headphone_eq/HiFiMAN Arya/iir-autoeq-flat.txt
HiFiMAN Arya,headphone,flat,,,,-1.8,7,5,PK,1710.0,4.1,2.31,,,headphone_eq/HiFiMAN Arya/iir-autoeq-flat.txt
HiFiMAN Arya,headphone,flat,,,,-1.8,7,6,PK,3962.0,4.21,3.26,,,headphone_eq/HiFiMAN Arya/iir-autoeq-flat.txt
HiFiMAN Arya,headphone,flat,,,,-1.8,7,7,PK,4074.0,-7.2,0.96,,,headphone_eq/HiFiMAN Arya/iir-autoeq-flat.txt
HiFiMAN Arya,headphone,score,,,,-0.0,7,1,PK,60.0,-3.52,1.84,,,headphone_eq/HiFiMAN Arya/iir-autoeq-score.txt
HiFiMAN Arya,headphone,score,,,,-0.0,7,2,PK,61.0,4.23,2.75,,,headphone_eq/HiFiMAN Arya/iir-autoeq-score.txt
HiFiMAN Arya,headphone,score,,,,-0.0,7,3,PK,295.0,-8.16,0.6,,,headphone_eq/HiFiMAN Arya/iir-autoeq-score.txt
HiFiMAN Arya,headphone,score,,,,-0.0,7,4,PK,334.0,4.02,0.9,,,headphone_eq/HiFiMAN Arya/iir-autoeq-score.txt
HiFiMAN Arya,headphone,score,,,,-0.0,7,5,PK,920.0,-1.54,4.25,,,headphone_eq/HiFiMAN Arya/iir-autoeq-score.txt
HiFiMAN Arya,headphone,score,,,,-0.0,7,6,PK,4067.0,4.95,4.44,,,headphone_eq/HiFiMAN Arya/iir-autoeq-score.txt
HiFiMAN Arya,headphone,score,,,,-0.0,7,7,PK,4219.0,-7.24,1.68,,,headphone_eq/HiFiMAN Arya/iir-autoeq-score.txt
HiFiMAN HE-560 V4,headphone,flat,,,,-3.5,7,1,PK,62.0,1.56,1.41,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-flat.txt
HiFiMAN HE-560 V4,headphone,flat,,,,-3.5,7,2,PK,158.0,0.94,3.29,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-flat.txt
HiFiMAN HE-560 V4,headphone,flat,,,,-3.5,7,3,PK,177.0,-3.78,1.3,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-flat.txt
HiFiMAN HE-560 V4,headphone,flat,,,,-3.5,7,4,PK,576.0,-2.94,0.5,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-flat.txt
HiFiMAN HE-560 V4,headphone,flat,,,,-3.5,7,5,PK,992.0,-1.51,2.18,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-flat.txt
HiFiMAN HE-560 V4,headphone,flat,,,,-3.5,7,6,PK,2034.0,5.77,1.63,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-flat.txt
HiFiMAN HE-560 V4,headphone,flat,,,,-3.5,7,7,PK,4294.0,-5.66,1.06,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-flat.txt
HiFiMAN HE-560 V4,headphone,score,,,,-4.1,7,1,PK,64.0,1.47,1.55,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-score.txt
HiFiMAN HE-560 V4,headphone,score,,,,-4.1,7,2,PK,161.0,1.32,2.52,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-score.txt
HiFiMAN HE-560 V4,headphone,score,,,,-4.1,7,3,PK,175.0,-4.25,1.35,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-score.txt
HiFiMAN HE-560 V4,headphone,score,,,,-4.1,7,4,PK,629.0,-3.39,0.52,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-score.txt
HiFiMAN HE-560 V4,headphone,score,,,,-4.1,7,5,PK,1945.0,2.25,2.01,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-score.txt
HiFiMAN HE-560 V4,headphone,score,,,,-4.1,7,6,PK,2049.0,3.66,2.74,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-score.txt
HiFiMAN HE-560 V4,headphone,score,,,,-4.1,7,7,PK,4268.0,-5.46,1.65,,,headphone_eq/HiFiMAN HE-560 V4/iir-autoeq-score.txt
HiFiMAN HE-6,headphone,flat,,,,-4.2,7,1,PK,64.0,3.0,0.64,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-flat.txt
HiFiMAN HE-6,headphone,flat,,,,-4.2,7,2,PK,162.0,3.96,2.04,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-flat.txt
HiFiMAN HE-6,headphone,flat,,,,-4.2,7,3,PK,164.0,-5.32,1.42,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-flat.txt
HiFiMAN HE-6,headphone,flat,,,,-4.2,7,4,PK,984.0,-3.28,0.9,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-flat.txt
HiFiMAN HE-6,headphone,flat,,,,-4.2,7,5,PK,1460.0,0.42,1.94,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-flat.txt
HiFiMAN HE-6,headphone,flat,,,,-4.2,7,6,PK,2011.0,5.3,2.11,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-flat.txt
HiFiMAN HE-6,headphone,flat,,,,-4.2,7,7,PK,4317.0,-5.35,3.31,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-flat.txt
HiFiMAN HE-6,headphone,score,,,,-3.4,7,1,PK,62.0,2.83,0.84,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-score.txt
HiFiMAN HE-6,headphone,score,,,,-3.4,7,2,PK,182.0,3.51,2.42,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-score.txt
HiFiMAN HE-6,headphone,score,,,,-3.4,7,3,PK,184.0,-4.6,1.84,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-score.txt
HiFiMAN HE-6,headphone,score,,,,-3.4,7,4,PK,1041.0,-3.24,0.66,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-score.txt
HiFiMAN HE-6,headphone,score,,,,-3.4,7,5,PK,1713.0,2.16,2.66,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-score.txt
HiFiMAN HE-6,headphone,score,,,,-3.4,7,6,PK,2141.0,4.25,1.59,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-score.txt
HiFiMAN HE-6,headphone,score,,,,-3.4,7,7,PK,4203.0,-5.71,3.9,,,headphone_eq/HiFiMAN HE-6/iir-autoeq-score.txt
HiFiMAN HE-R10P,headphone,flat,,,,-6.0,7,1,PK,66.0,4.36,0.87,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-flat.txt
HiFiMAN HE-R10P,headphone,flat,,,,-6.0,7,2,PK,134.0,-2.44,2.54,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-flat.txt
HiFiMAN HE-R10P,headphone,flat,,,,-6.0,7,3,PK,142.0,2.61,1.62,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-flat.txt
HiFiMAN HE-R10P,headphone,flat,,,,-6.0,7,4,PK,432.0,5.27,2.88,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-flat.txt
HiFiMAN HE-R10P,headphone,flat,,,,-6.0,7,5,PK,1087.0,-5.23,3.02,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-flat.txt
HiFiMAN HE-R10P,headphone,flat,,,,-6.0,7,6,PK,2247.0,3.86,1.66,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-flat.txt
HiFiMAN HE-R10P,headphone,flat,,,,-6.0,7,7,PK,5136.0,5.65,0.65,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-flat.txt
HiFiMAN HE-R10P,headphone,score,,,,-6.0,7,1,PK,68.0,5.08,0.99,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-score.txt
HiFiMAN HE-R10P,headphone,score,,,,-6.0,7,2,PK,76.0,-1.0,3.92,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-score.txt
HiFiMAN HE-R10P,headphone,score,,,,-6.0,7,3,PK,210.0,1.32,2.34,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-score.txt
HiFiMAN HE-R10P,headphone,score,,,,-6.0,7,4,PK,429.0,3.93,2.73,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-score.txt
HiFiMAN HE-R10P,headphone,score,,,,-6.0,7,5,PK,657.0,-0.3,3.77,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-score.txt
HiFiMAN HE-R10P,headphone,score,,,,-6.0,7,6,PK,2282.0,3.53,2.31,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-score.txt
HiFiMAN HE-R10P,headphone,score,,,,-6.0,7,7,PK,5718.0,5.86,0.54,,,headphone_eq/HiFiMAN HE-R10P/iir-autoeq-score.txt
HiFiMAN HE400i 2020 Revision,headphone,score,,,,-3.2,7,1,PK,62.0,2.75,0.84,,,headphone_eq/HiFiMAN HE400i 2020 Revision/iir-autoeq-score.txt
HiFiMAN HE400i 2020 Revision,headphone,score,,,,-3.2,7,2,PK,83.0,-0.5,1.25,,,headphone_eq/HiFiMAN HE400i 2020 Revision/iir-autoeq-score.txt
HiFiMAN HE400i 2020 Revision,headphone,score,,,,-3.2,7,3,PK,168.0,-0.57,2.62,,,headphone_eq/HiFiMAN HE400i 2020 Revision/iir-autoeq-score.txt
HiFiMAN HE400i 2020 Revision,headphone,score,,,,-3.2,7,4,PK,296.0,-2.5,0.54,,,headphone_eq/HiFiMAN HE400i 2020 Revision/iir-autoeq-score.txt
HiFiMAN HE400i 2020 Revision,headphone,score,,,,-3.2,7,5,PK,1460.0,-1.82,0.84,,,headphone_eq/HiFiMAN HE400i 2020 Revision/iir-autoeq-score.txt
HiFiMAN HE400i 2020 Revision,headphone,score,,,,-3.2,7,6,PK,2033.0,4.9,2.09,,,headphone_eq/HiFiMAN HE400i 2020 Revision/iir-autoeq-score.txt
HiFiMAN HE400i 2020 Revision,headphone,score,,,,-3.2,7,7,PK,3253.0,-0.6,2.34,,,headphone_eq/HiFiMAN HE400i 2020 Revision/iir-autoeq-score.txt
HiFiMAN HE6se,headphone,flat,,,,-2.3,7,1,PK,65.0,2.33,1.14,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-flat.txt
HiFiMAN HE6se,headphone,flat,,,,-2.3,7,2,PK,146.0,-0.04,2.49,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-flat.txt
HiFiMAN HE6se,headphone,flat,,,,-2.3,7,3,PK,196.0,-1.08,1.46,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-flat.txt
HiFiMAN HE6se,headphone,flat,,,,-2.3,7,4,PK,347.0,-2.72,0.5,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-flat.txt
HiFiMAN HE6se,headphone,flat,,,,-2.3,7,5,PK,1460.0,-3.04,0.55,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-flat.txt
HiFiMAN HE6se,headphone,flat,,,,-2.3,7,6,PK,1766.0,5.84,1.82,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-flat.txt
HiFiMAN HE6se,headphone,flat,,,,-2.3,7,7,PK,3644.0,-4.68,2.84,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-flat.txt
HiFiMAN HE6se,headphone,score,,,,-2.9,7,1,PK,62.0,2.17,1.04,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-score.txt
HiFiMAN HE6se,headphone,score,,,,-2.9,7,2,PK,182.0,2.56,2.55,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-score.txt
HiFiMAN HE6se,headphone,score,,,,-2.9,7,3,PK,190.0,-4.46,1.58,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-score.txt
HiFiMAN HE6se,headphone,score,,,,-2.9,7,4,PK,587.0,-3.38,0.5,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-score.txt
HiFiMAN HE6se,headphone,score,,,,-2.9,7,5,PK,1807.0,4.4,3.14,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-score.txt
HiFiMAN HE6se,headphone,score,,,,-2.9,7,6,PK,3622.0,-4.73,2.33,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-score.txt
HiFiMAN HE6se,headphone,score,,,,-2.9,7,7,PK,3642.0,0.12,3.83,,,headphone_eq/HiFiMAN HE6se/iir-autoeq-score.txt
HiFiMAN Sundara,headphone,flat,,,,-2.3,7,1,PK,67.0,4.97,1.46,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-flat.txt
HiFiMAN Sundara,headphone,flat,,,,-2.3,7,2,PK,69.0,-3.23,2.37,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-flat.txt
HiFiMAN Sundara,headphone,flat,,,,-2.3,7,3,PK,190.0,-0.96,2.02,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-flat.txt
HiFiMAN Sundara,headphone,flat,,,,-2.3,7,4,PK,296.0,-0.79,1.33,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-flat.txt
HiFiMAN Sundara,headphone,flat,,,,-2.3,7,5,PK,1039.0,-2.36,2.8,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-flat.txt
HiFiMAN Sundara,headphone,flat,,,,-2.3,7,6,PK,1554.0,0.69,1.18,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-flat.txt
HiFiMAN Sundara,headphone,flat,,,,-2.3,7,7,PK,3243.0,0.84,0.59,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-flat.txt
HiFiMAN Sundara,headphone,score,,,,-3.8,7,1,PK,69.0,2.09,0.5,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-score.txt
HiFiMAN Sundara,headphone,score,,,,-3.8,7,2,PK,160.0,3.24,1.86,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-score.txt
HiFiMAN Sundara,headphone,score,,,,-3.8,7,3,PK,164.0,-4.63,1.44,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-score.txt
HiFiMAN Sundara,headphone,score,,,,-3.8,7,4,PK,296.0,-0.66,1.37,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-score.txt
HiFiMAN Sundara,headphone,score,,,,-3.8,7,5,PK,973.0,-1.56,2.41,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-score.txt
HiFiMAN Sundara,headphone,score,,,,-3.8,7,6,PK,2168.0,2.14,2.12,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-score.txt
HiFiMAN Sundara,headphone,score,,,,-3.8,7,7,PK,10051.0,3.77,1.98,,,headphone_eq/HiFiMAN Sundara/iir-autoeq-score.txt
HiFiMAN Susvara,headphone,flat,,,,-3.1,7,1,PK,64.0,1.94,2.09,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-flat.txt
HiFiMAN Susvara,headphone,flat,,,,-3.1,7,2,PK,149.0,-1.48,2.74,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-flat.txt
HiFiMAN Susvara,headphone,flat,,,,-3.1,7,3,PK,218.0,-3.35,2.55,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-flat.txt
HiFiMAN Susvara,headphone,flat,,,,-3.1,7,4,PK,511.0,-2.17,0.91,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-flat.txt
HiFiMAN Susvara,headphone,flat,,,,-3.1,7,5,PK,1461.0,-2.98,0.5,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-flat.txt
HiFiMAN Susvara,headphone,flat,,,,-3.1,7,6,PK,1958.0,6.0,1.6,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-flat.txt
HiFiMAN Susvara,headphone,flat,,,,-3.1,7,7,PK,3245.0,0.21,2.83,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-flat.txt
HiFiMAN Susvara,headphone,score,,,,-3.3,7,1,PK,60.0,2.0,2.14,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-score.txt
HiFiMAN Susvara,headphone,score,,,,-3.3,7,2,PK,89.0,1.18,1.84,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-score.txt
HiFiMAN Susvara,headphone,score,,,,-3.3,7,3,PK,133.0,0.1,4.34,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-score.txt
HiFiMAN Susvara,headphone,score,,,,-3.3,7,4,PK,308.0,-4.12,0.5,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-score.txt
HiFiMAN Susvara,headphone,score,,,,-3.3,7,5,PK,1971.0,1.94,2.79,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-score.txt
HiFiMAN Susvara,headphone,score,,,,-3.3,7,6,PK,2164.0,2.49,3.88,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-score.txt
HiFiMAN Susvara,headphone,score,,,,-3.3,7,7,PK,4195.0,-1.53,1.09,,,headphone_eq/HiFiMAN Susvara/iir-autoeq-score.txt
HyperX Cloud Orbit S,headphone,flat,,,,-6.0,7,1,PK,67.0,-1.09,3.75,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-flat.txt
HyperX Cloud Orbit S,headphone,flat,,,,-6.0,7,2,PK,180.0,-3.98,0.65,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-flat.txt
HyperX Cloud Orbit S,headphone,flat,,,,-6.0,7,3,PK,217.0,-1.17,3.22,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-flat.txt
HyperX Cloud Orbit S,headphone,flat,,,,-6.0,7,4,PK,447.0,3.26,1.55,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-flat.txt
HyperX Cloud Orbit S,headphone,flat,,,,-6.0,7,5,PK,657.0,0.42,2.29,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-flat.txt
HyperX Cloud Orbit S,headphone,flat,,,,-6.0,7,6,PK,2808.0,-2.03,3.75,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-flat.txt
HyperX Cloud Orbit S,headphone,flat,,,,-6.0,7,7,PK,7120.0,6.0,0.96,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-flat.txt
HyperX Cloud Orbit S,headphone,score,,,,-5.9,7,1,PK,64.0,-3.42,0.5,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-score.txt
HyperX Cloud Orbit S,headphone,score,,,,-5.9,7,2,PK,70.0,2.25,2.83,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-score.txt
HyperX Cloud Orbit S,headphone,score,,,,-5.9,7,3,PK,190.0,-2.54,2.94,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-score.txt
HyperX Cloud Orbit S,headphone,score,,,,-5.9,7,4,PK,303.0,-1.82,0.55,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-score.txt
HyperX Cloud Orbit S,headphone,score,,,,-5.9,7,5,PK,657.0,2.8,0.67,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-score.txt
HyperX Cloud Orbit S,headphone,score,,,,-5.9,7,6,PK,1505.0,-2.08,1.95,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-score.txt
HyperX Cloud Orbit S,headphone,score,,,,-5.9,7,7,PK,8291.0,5.93,0.82,,,headphone_eq/HyperX Cloud Orbit S/iir-autoeq-score.txt
JBL Endurance Run 2,headphone,flat,,,,-1.4,7,1,PK,83.0,0.64,2.15,,,headphone_eq/JBL Endurance Run 2/iir-autoeq-flat.txt
JBL Endurance Run 2,headphone,flat,,,,-1.4,7,2,PK,102.0,-4.42,0.5,,,headphone_eq/JBL Endurance Run 2/iir-autoeq-flat.txt
JBL Endurance Run 2,headphone,flat,,,,-1.4,7,3,PK,295.0,-4.03,1.55,,,headphone_eq/JBL Endurance Run 2/iir-autoeq-flat.txt
JBL Endurance Run 2,headphone,flat,,,,-1.4,7,4,PK,334.0,2.12,2.59,,,headphone_eq/JBL Endurance Run 2/iir-autoeq-flat.txt
JBL Endurance Run 2,headphone,flat,,,,-1.4,7,5,PK,720.0,2.11,1.54,,,headphone_eq/JBL Endurance Run 2/iir-autoeq-flat.txt
JBL Endurance Run 2,headphone,flat,,,,-1.4,7,6,PK,3704.0,3.26,2.75,,,headphone_eq/JBL Endurance Run 2/iir-autoeq-flat.txt
