device_name,device_type,eq_variant,data_source,score_before_eq,score_with_eq,preamp_db,num_filters,filter_index,filter_type,fc_hz,gain_db,q,generator_version,generated_at,source_file
AKG N700nc m2,headphone,score,,,,-5.1,7,2,PK,92.0,2.12,2.55,,,headphone_eq/AKG N700nc m2/iir-autoeq-score.txt
AKG N700nc m2,headphone,score,,,,-5.1,7,3,PK,194.0,1.53,2.8,,,headphone_eq/AKG N700nc m2/iir-autoeq-score.txt
AKG N700nc m2,headphone,score,,,,-5.1,7,4,PK,500.0,-2.04,1.07,,,headphone_eq/AKG N700nc m2/iir-autoeq-score.txt
AKG N700nc m2,headphone,score,,,,-5.1,7,5,PK,1523.0,-1.97,3.99,,,headphone_eq/AKG N700nc m2/iir-autoeq-score.txt
AKG N700nc m2,headphone,score,,,,-5.1,7,6,PK,2587.0,4.03,2.62,,,headphone_eq/AKG N700nc m2/iir-autoeq-score.txt
AKG N700nc m2,headphone,score,,,,-5.1,7,7,PK,3243.0,1.59,1.15,,,headphone_eq/AKG N700nc m2/iir-autoeq-score.txt
ANan Audio Nan-6,headphone,flat,,,,-2.9,7,1,PK,61.0,1.96,2.91,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-flat.txt
ANan Audio Nan-6,headphone,flat,,,,-2.9,7,2,PK,87.0,0.98,1.32,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-flat.txt
ANan Audio Nan-6,headphone,flat,,,,-2.9,7,3,PK,175.0,-1.08,2.33,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-flat.txt
ANan Audio Nan-6,headphone,flat,,,,-2.9,7,4,PK,297.0,-3.0,0.5,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-flat.txt
ANan Audio Nan-6,headphone,flat,,,,-2.9,7,5,PK,1461.0,-1.59,0.54,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-flat.txt
ANan Audio Nan-6,headphone,flat,,,,-2.9,7,6,PK,2031.0,4.93,2.03,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-flat.txt
ANan Audio Nan-6,headphone,flat,,,,-2.9,7,7,PK,3426.0,-3.24,2.57,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-flat.txt
ANan Audio Nan-6,headphone,score,,,,-2.9,7,1,PK,61.0,1.71,2.27,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-score.txt
ANan Audio Nan-6,headphone,score,,,,-2.9,7,2,PK,85.0,0.81,1.36,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-score.txt
ANan Audio Nan-6,headphone,score,,,,-2.9,7,3,PK,180.0,-1.46,1.54,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-score.txt
ANan Audio Nan-6,headphone,score,,,,-2.9,7,4,PK,362.0,-3.09,0.5,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-score.txt
ANan Audio Nan-6,headphone,score,,,,-2.9,7,5,PK,672.0,-1.17,4.58,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-score.txt
ANan Audio Nan-6,headphone,score,,,,-2.9,7,6,PK,2086.0,3.86,1.99,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-score.txt
ANan Audio Nan-6,headphone,score,,,,-2.9,7,7,PK,3420.0,-3.28,2.05,,,headphone_eq/ANan Audio Nan-6/iir-autoeq-score.txt
Apple AirPods Max,headphone,flat,,,,-5.7,7,1,PK,63.0,-5.54,1.54,,,headphone_eq/Apple AirPods Max/iir-autoeq-flat.txt
Apple AirPods Max,headphone,flat,,,,-5.7,7,2,PK,69.0,2.43,2.24,,,headphone_eq/Apple AirPods Max/iir-autoeq-flat.txt
Apple AirPods Max,headphone,flat,,,,-5.7,7,3,PK,296.0,-5.69,0.5,,,headphone_eq/Apple AirPods Max/iir-autoeq-flat.txt
Apple AirPods Max,headphone,flat,,,,-5.7,7,4,PK,349.0,3.16,2.28,,,headphone_eq/Apple AirPods Max/iir-autoeq-flat.txt
Apple AirPods Max,headphone,flat,,,,-5.7,7,5,PK,871.0,-1.93,2.25,,,headphone_eq/Apple AirPods Max/iir-autoeq-flat.txt
Apple AirPods Max,headphone,flat,,,,-5.7,7,6,PK,1963.0,1.62,1.04,,,headphone_eq/Apple AirPods Max/iir-autoeq-flat.txt
Apple AirPods Max,headphone,flat,,,,-5.7,7,7,PK,4422.0,5.52,1.52,,,headphone_eq/Apple AirPods Max/iir-autoeq-flat.txt
Apple AirPods Max,headphone,score,,,,-5.3,7,1,PK,65.0,-8.85,1.67,,,headphone_eq/Apple AirPods Max/iir-autoeq-score.txt
Apple AirPods Max,headphone,score,,,,-5.3,7,2,PK,68.0,5.79,2.09,,,headphone_eq/Apple AirPods Max/iir-autoeq-score.txt
Apple AirPods Max,headphone,score,,,,-5.3,7,3,PK,314.0,-5.89,0.5,,,headphone_eq/Apple AirPods Max/iir-autoeq-score.txt
Apple AirPods Max,headphone,score,,,,-5.3,7,4,PK,353.0,3.45,2.58,,,headphone_eq/Apple AirPods Max/iir-autoeq-score.txt
Apple AirPods Max,headphone,score,,,,-5.3,7,5,PK,1494.0,-4.53,2.14,,,headphone_eq/Apple AirPods Max/iir-autoeq-score.txt
Apple AirPods Max,headphone,score,,,,-5.3,7,6,PK,1556.0,5.95,2.93,,,headphone_eq/Apple AirPods Max/iir-autoeq-score.txt
Apple AirPods Max,headphone,score,,,,-5.3,7,7,PK,4425.0,5.49,0.84,,,headphone_eq/Apple AirPods Max/iir-autoeq-score.txt
Audeze LCD-1,headphone,score,,,,-5.9,7,1,PK,61.0,2.24,3.34,,,headphone_eq/Audeze LCD-1/iir-autoeq-score.txt
Audeze LCD-1,headphone,score,,,,-5.9,7,2,PK,100.0,-0.26,1.47,,,headphone_eq/Audeze LCD-1/iir-autoeq-score.txt
Audeze LCD-1,headphone,score,,,,-5.9,7,3,PK,168.0,-0.79,2.65,,,headphone_eq/Audeze LCD-1/iir-autoeq-score.txt
Audeze LCD-1,headphone,score,,,,-5.9,7,4,PK,376.0,-5.11,0.5,,,headphone_eq/Audeze LCD-1/iir-autoeq-score.txt
Audeze LCD-1,headphone,score,,,,-5.9,7,5,PK,1460.0,-0.88,1.66,,,headphone_eq/Audeze LCD-1/iir-autoeq-score.txt
Audeze LCD-1,headphone,score,,,,-5.9,7,6,PK,1860.0,5.0,2.9,,,headphone_eq/Audeze LCD-1/iir-autoeq-score.txt
Audeze LCD-1,headphone,score,,,,-5.9,7,7,PK,7890.0,5.9,1.49,,,headphone_eq/Audeze LCD-1/iir-autoeq-score.txt
Audeze LCD-24,headphone,flat,,,,-5.4,7,1,PK,75.0,4.56,0.52,,,headphone_eq/Audeze LCD-24/iir-autoeq-flat.txt
Audeze LCD-24,headphone,flat,,,,-5.4,7,2,PK,139.0,1.15,2.17,,,headphone_eq/Audeze LCD-24/iir-autoeq-flat.txt
Audeze LCD-24,headphone,flat,,,,-5.4,7,3,PK,154.0,-5.37,0.58,,,headphone_eq/Audeze LCD-24/iir-autoeq-flat.txt
Audeze LCD-24,headphone,flat,,,,-5.4,7,4,PK,890.0,-6.22,0.89,,,headphone_eq/Audeze LCD-24/iir-autoeq-flat.txt
Audeze LCD-24,headphone,flat,,,,-5.4,7,5,PK,1376.0,2.98,3.35,,,headphone_eq/Audeze LCD-24/iir-autoeq-flat.txt
Audeze LCD-24,headphone,flat,,,,-5.4,7,6,PK,1461.0,-0.61,1.12,,,headphone_eq/Audeze LCD-24/iir-autoeq-flat.txt
Audeze LCD-24,headphone,flat,,,,-5.4,7,7,PK,3384.0,6.0,0.51,,,headphone_eq/Audeze LCD-24/iir-autoeq-flat.txt
Audeze LCD-24,headphone,score,,,,-5.7,7,1,PK,64.0,2.51,2.78,,,headphone_eq/Audeze LCD-24/iir-autoeq-score.txt
Audeze LCD-24,headphone,score,,,,-5.7,7,2,PK,95.0,1.07,2.26,,,headphone_eq/Audeze LCD-24/iir-autoeq-score.txt
Audeze LCD-24,headphone,score,,,,-5.7,7,3,PK,144.0,-0.81,2.66,,,headphone_eq/Audeze LCD-24/iir-autoeq-score.txt
Audeze LCD-24,headphone,score,,,,-5.7,7,4,PK,476.0,-4.28,0.5,,,headphone_eq/Audeze LCD-24/iir-autoeq-score.txt
Audeze LCD-24,headphone,score,,,,-5.7,7,5,PK,924.0,-3.25,2.49,,,headphone_eq/Audeze LCD-24/iir-autoeq-score.txt
Audeze LCD-24,headphone,score,,,,-5.7,7,6,PK,1770.0,0.47,1.62,,,headphone_eq/Audeze LCD-24/iir-autoeq-score.txt
Audeze LCD-24,headphone,score,,,,-5.7,7,7,PK,3776.0,5.9,0.57,,,headphone_eq/Audeze LCD-24/iir-autoeq-score.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,flat,,,,-5.8,7,1,PK,77.0,5.12,0.74,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-flat.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,flat,,,,-5.8,7,2,PK,110.0,-4.04,0.57,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-flat.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,flat,,,,-5.8,7,3,PK,133.0,0.72,2.12,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-flat.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,flat,,,,-5.8,7,4,PK,394.0,-2.94,0.5,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-flat.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,flat,,,,-5.8,7,5,PK,1460.0,-2.55,2.07,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-flat.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,flat,,,,-5.8,7,6,PK,1703.0,1.92,2.88,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-flat.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,flat,,,,-5.8,7,7,PK,3983.0,6.0,0.78,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-flat.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,score,,,,-5.8,7,1,PK,63.0,1.95,1.55,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-score.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,score,,,,-5.8,7,2,PK,90.0,0.67,2.09,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-score.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,score,,,,-5.8,7,3,PK,178.0,-0.57,3.13,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-score.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,score,,,,-5.8,7,4,PK,359.0,-3.75,0.5,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-score.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,score,,,,-5.8,7,5,PK,1460.0,-2.68,1.74,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-score.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,score,,,,-5.8,7,6,PK,1780.0,1.71,2.97,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-score.txt
Audeze LCD-X Review (2021 Edition Headphone),headphone,score,,,,-5.8,7,7,PK,4559.0,6.0,0.5,,,headphone_eq/Audeze LCD-X Review (2021 Edition Headphone)/iir-autoeq-score.txt
Audeze LCD-XC,headphone,flat,,,,-5.9,7,1,PK,60.0,3.76,2.37,,,headphone_eq/Audeze LCD-XC/iir-autoeq-flat.txt
Audeze LCD-XC,headphone,flat,,,,-5.9,7,2,PK,87.0,2.92,1.34,,,headphone_eq/Audeze LCD-XC/iir-autoeq-flat.txt
Audeze LCD-XC,headphone,flat,,,,-5.9,7,3,PK,140.0,1.5,1.58,,,headphone_eq/Audeze LCD-XC/iir-autoeq-flat.txt
Audeze LCD-XC,headphone,flat,,,,-5.9,7,4,PK,397.0,3.66,1.4,,,headphone_eq/Audeze LCD-XC/iir-autoeq-flat.txt
Audeze LCD-XC,headphone,flat,,,,-5.9,7,5,PK,942.0,2.15,1.82,,,headphone_eq/Audeze LCD-XC/iir-autoeq-flat.txt
Audeze LCD-XC,headphone,flat,,,,-5.9,7,6,PK,1524.0,-1.81,1.32,,,headphone_eq/Audeze LCD-XC/iir-autoeq-flat.txt
Audeze LCD-XC,headphone,flat,,,,-5.9,7,7,PK,4179.0,6.0,1.52,,,headphone_eq/Audeze LCD-XC/iir-autoeq-flat.txt
Audeze LCD-XC,headphone,score,,,,-5.4,7,1,PK,62.0,5.0,0.59,,,headphone_eq/Audeze LCD-XC/iir-autoeq-score.txt
Audeze LCD-XC,headphone,score,,,,-5.4,7,2,PK,75.0,-0.15,2.9,,,headphone_eq/Audeze LCD-XC/iir-autoeq-score.txt
Audeze LCD-XC,headphone,score,,,,-5.4,7,3,PK,137.0,0.55,2.76,,,headphone_eq/Audeze LCD-XC/iir-autoeq-score.txt
Audeze LCD-XC,headphone,score,,,,-5.4,7,4,PK,392.0,3.52,2.15,,,headphone_eq/Audeze LCD-XC/iir-autoeq-score.txt
Audeze LCD-XC,headphone,score,,,,-5.4,7,5,PK,930.0,2.28,1.03,,,headphone_eq/Audeze LCD-XC/iir-autoeq-score.txt
Audeze LCD-XC,headphone,score,,,,-5.4,7,6,PK,1570.0,-3.02,1.34,,,headphone_eq/Audeze LCD-XC/iir-autoeq-score.txt
Audeze LCD-XC,headphone,score,,,,-5.4,7,7,PK,4815.0,5.48,0.74,,,headphone_eq/Audeze LCD-XC/iir-autoeq-score.txt
Audeze SINE,headphone,flat,,,,-6.1,7,1,PK,60.0,4.98,1.89,,,headphone_eq/Audeze SINE/iir-autoeq-flat.txt
Audeze SINE,headphone,flat,,,,-6.1,7,2,PK,91.0,4.66,2.12,,,headphone_eq/Audeze SINE/iir-autoeq-flat.txt
Audeze SINE,headphone,flat,,,,-6.1,7,3,PK,297.0,1.12,3.62,,,headphone_eq/Audeze SINE/iir-autoeq-flat.txt
Audeze SINE,headphone,flat,,,,-6.1,7,4,PK,298.0,-1.89,2.91,,,headphone_eq/Audeze SINE/iir-autoeq-flat.txt
Audeze SINE,headphone,flat,,,,-6.1,7,5,PK,1504.0,-5.41,2.51,,,headphone_eq/Audeze SINE/iir-autoeq-flat.txt
Audeze SINE,headphone,flat,,,,-6.1,7,6,PK,1589.0,4.16,1.47,,,headphone_eq/Audeze SINE/iir-autoeq-flat.txt
Audeze SINE,headphone,flat,,,,-6.1,7,7,PK,5121.0,6.0,1.63,,,headphone_eq/Audeze SINE/iir-autoeq-flat.txt
Audeze SINE,headphone,score,,,,-6.0,7,1,PK,60.0,4.57,1.64,,,headphone_eq/Audeze SINE/iir-autoeq-score.txt
Audeze SINE,headphone,score,,,,-6.0,7,2,PK,91.0,4.34,1.78,,,headphone_eq/Audeze SINE/iir-autoeq-score.txt
Audeze SINE,headphone,score,,,,-6.0,7,3,PK,296.0,-2.73,2.67,,,headphone_eq/Audeze SINE/iir-autoeq-score.txt
Audeze SINE,headphone,score,,,,-6.0,7,4,PK,299.0,2.69,4.53,,,headphone_eq/Audeze SINE/iir-autoeq-score.txt
Audeze SINE,headphone,score,,,,-6.0,7,5,PK,1546.0,-3.86,1.84,,,headphone_eq/Audeze SINE/iir-autoeq-score.txt
Audeze SINE,headphone,score,,,,-6.0,7,6,PK,1655.0,3.58,1.63,,,headphone_eq/Audeze SINE/iir-autoeq-score.txt
Audeze SINE,headphone,score,,,,-6.0,7,7,PK,5089.0,5.56,1.7,,,headphone_eq/Audeze SINE/iir-autoeq-score.txt
Audio Technica ATH-ADX5000,headphone,flat,,,,-4.2,7,1,PK,62.0,1.56,2.14,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-flat.txt
Audio Technica ATH-ADX5000,headphone,flat,,,,-4.2,7,2,PK,91.0,0.43,2.44,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-flat.txt
Audio Technica ATH-ADX5000,headphone,flat,,,,-4.2,7,3,PK,295.0,-6.44,0.5,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-flat.txt
Audio Technica ATH-ADX5000,headphone,flat,,,,-4.2,7,4,PK,422.0,6.0,1.34,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-flat.txt
Audio Technica ATH-ADX5000,headphone,flat,,,,-4.2,7,5,PK,657.0,0.89,3.89,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-flat.txt
Audio Technica ATH-ADX5000,headphone,flat,,,,-4.2,7,6,PK,2250.0,4.89,2.43,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-flat.txt
Audio Technica ATH-ADX5000,headphone,flat,,,,-4.2,7,7,PK,4291.0,-5.12,2.47,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-flat.txt
Audio Technica ATH-ADX5000,headphone,score,,,,-4.0,7,1,PK,66.0,2.99,2.0,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-score.txt
Audio Technica ATH-ADX5000,headphone,score,,,,-4.0,7,2,PK,68.0,-1.71,3.14,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-score.txt
Audio Technica ATH-ADX5000,headphone,score,,,,-4.0,7,3,PK,295.0,-6.42,0.5,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-score.txt
Audio Technica ATH-ADX5000,headphone,score,,,,-4.0,7,4,PK,448.0,6.0,1.21,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-score.txt
Audio Technica ATH-ADX5000,headphone,score,,,,-4.0,7,5,PK,1460.0,-2.14,0.95,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-score.txt
Audio Technica ATH-ADX5000,headphone,score,,,,-4.0,7,6,PK,2158.0,6.0,1.47,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-score.txt
Audio Technica ATH-ADX5000,headphone,score,,,,-4.0,7,7,PK,4099.0,-4.68,2.34,,,headphone_eq/Audio Technica ATH-ADX5000/iir-autoeq-score.txt
Audio Technica ATH-M50X,headphone,score,,,,-5.0,7,1,PK,67.0,5.44,3.95,,,headphone_eq/Audio Technica ATH-M50X/iir-autoeq-score.txt
Audio Technica ATH-M50X,headphone,score,,,,-5.0,7,2,PK,168.0,-5.81,0.61,,,headphone_eq/Audio Technica ATH-M50X/iir-autoeq-score.txt
Audio Technica ATH-M50X,headphone,score,,,,-5.0,7,3,PK,313.0,2.78,2.63,,,headphone_eq/Audio Technica ATH-M50X/iir-autoeq-score.txt
Audio Technica ATH-M50X,headphone,score,,,,-5.0,7,4,PK,362.0,6.0,1.61,,,headphone_eq/Audio Technica ATH-M50X/iir-autoeq-score.txt
Audio Technica ATH-M50X,headphone,score,,,,-5.0,7,5,PK,662.0,0.02,1.53,,,headphone_eq/Audio Technica ATH-M50X/iir-autoeq-score.txt
Audio Technica ATH-M50X,headphone,score,,,,-5.0,7,6,PK,1460.0,-0.35,2.47,,,headphone_eq/Audio Technica ATH-M50X/iir-autoeq-score.txt
Audio Technica ATH-M50X,headphone,score,,,,-5.0,7,7,PK,9086.0,5.02,0.5,,,headphone_eq/Audio Technica ATH-M50X/iir-autoeq-score.txt
Audio Technica ATH-R70x,headphone,flat,,,,-5.1,7,1,PK,66.0,3.43,0.52,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-flat.txt
Audio Technica ATH-R70x,headphone,flat,,,,-5.1,7,2,PK,155.0,2.39,3.07,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-flat.txt
Audio Technica ATH-R70x,headphone,flat,,,,-5.1,7,3,PK,156.0,-4.87,1.3,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-flat.txt
Audio Technica ATH-R70x,headphone,flat,,,,-5.1,7,4,PK,327.0,-0.66,1.63,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-flat.txt
Audio Technica ATH-R70x,headphone,flat,,,,-5.1,7,5,PK,959.0,0.79,1.17,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-flat.txt
Audio Technica ATH-R70x,headphone,flat,,,,-5.1,7,6,PK,1460.0,-1.36,1.59,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-flat.txt
Audio Technica ATH-R70x,headphone,flat,,,,-5.1,7,7,PK,7678.0,5.1,0.5,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-flat.txt
Audio Technica ATH-R70x,headphone,score,,,,-6.0,7,1,PK,82.0,4.18,0.77,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-score.txt
Audio Technica ATH-R70x,headphone,score,,,,-6.0,7,2,PK,135.0,-4.7,1.11,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-score.txt
Audio Technica ATH-R70x,headphone,score,,,,-6.0,7,3,PK,137.0,1.79,2.66,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-score.txt
Audio Technica ATH-R70x,headphone,score,,,,-6.0,7,4,PK,296.0,-0.83,1.18,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-score.txt
Audio Technica ATH-R70x,headphone,score,,,,-6.0,7,5,PK,1460.0,-3.57,2.32,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-score.txt
Audio Technica ATH-R70x,headphone,score,,,,-6.0,7,6,PK,1499.0,2.64,1.21,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-score.txt
Audio Technica ATH-R70x,headphone,score,,,,-6.0,7,7,PK,8495.0,5.96,0.73,,,headphone_eq/Audio Technica ATH-R70x/iir-autoeq-score.txt
Aune Audio AR5000,headphone,flat,,,,-2.8,7,1,PK,60.0,2.17,2.49,,,headphone_eq/Aune Audio AR5000/iir-autoeq-flat.txt
Aune Audio AR5000,headphone,flat,,,,-2.8,7,2,PK,86.0,1.0,2.73,,,headphone_eq/Aune Audio AR5000/iir-autoeq-flat.txt
Aune Audio AR5000,headphone,flat,,,,-2.8,7,3,PK,172.0,-1.32,1.84,,,headphone_eq/Aune Audio AR5000/iir-autoeq-flat.txt
Aune Audio AR5000,headphone,flat,,,,-2.8,7,4,PK,295.0,-4.3,0.5,,,headphone_eq/Aune Audio AR5000/iir-autoeq-flat.txt
Aune Audio AR5000,headphone,flat,,,,-2.8,7,5,PK,1007.0,-1.49,2.52,,,headphone_eq/Aune Audio AR5000/iir-autoeq-flat.txt
Aune Audio AR5000,headphone,flat,,,,-2.8,7,6,PK,1946.0,3.16,2.44,,,headphone_eq/Aune Audio AR5000/iir-autoeq-flat.txt
Aune Audio AR5000,headphone,flat,,,,-2.8,7,7,PK,3612.0,1.32,2.77,,,headphone_eq/Aune Audio AR5000/iir-autoeq-flat.txt
Aune Audio AR5000,headphone,score,,,,-2.7,7,1,PK,64.0,1.82,1.46,,,headphone_eq/Aune Audio AR5000/iir-autoeq-score.txt
Aune Audio AR5000,headphone,score,,,,-2.7,7,2,PK,134.0,-0.8,2.22,,,headphone_eq/Aune Audio AR5000/iir-autoeq-score.txt
Aune Audio AR5000,headphone,score,,,,-2.7,7,3,PK,201.0,-2.68,1.18,,,headphone_eq/Aune Audio AR5000/iir-autoeq-score.txt
Aune Audio AR5000,headphone,score,,,,-2.7,7,4,PK,333.0,-2.84,0.63,,,headphone_eq/Aune Audio AR5000/iir-autoeq-score.txt
Aune Audio AR5000,headphone,score,,,,-2.7,7,5,PK,1518.0,-2.21,0.5,,,headphone_eq/Aune Audio AR5000/iir-autoeq-score.txt
Aune Audio AR5000,headphone,score,,,,-2.7,7,6,PK,1898.0,4.27,2.13,,,headphone_eq/Aune Audio AR5000/iir-autoeq-score.txt
Aune Audio AR5000,headphone,score,,,,-2.7,7,7,PK,6208.0,2.58,0.5,,,headphone_eq/Aune Audio AR5000/iir-autoeq-score.txt
Aurorus Audio Borealis,headphone,score,,,,-6.1,7,1,PK,60.0,3.4,2.68,,,headphone_eq/Aurorus Audio Borealis/iir-autoeq-score.txt
Aurorus Audio Borealis,headphone,score,,,,-6.1,7,2,PK,83.0,3.4,1.08,,,headphone_eq/Aurorus Audio Borealis/iir-autoeq-score.txt
Aurorus Audio Borealis,headphone,score,,,,-6.1,7,3,PK,156.0,1.1,0.57,,,headphone_eq/Aurorus Audio Borealis/iir-autoeq-score.txt
Aurorus Audio Borealis,headphone,score,,,,-6.1,7,4,PK,442.0,1.89,1.55,,,headphone_eq/Aurorus Audio Borealis/iir-autoeq-score.txt
Aurorus Audio Borealis,headphone,score,,,,-6.1,7,5,PK,1130.0,-2.43,1.69,,,headphone_eq/Aurorus Audio Borealis/iir-autoeq-score.txt
Aurorus Audio Borealis,headphone,score,,,,-6.1,7,6,PK,2718.0,3.1,1.45,,,headphone_eq/Aurorus Audio Borealis/iir-autoeq-score.txt
Aurorus Audio Borealis,headphone,score,,,,-6.1,7,7,PK,9270.0,5.99,0.5,,,headphone_eq/Aurorus Audio Borealis/iir-autoeq-score.txt
Austrian Audio Hi-X60,headphone,score,,,,-2.2,7,1,PK,66.0,4.31,2.57,,,headphone_eq/Austrian Audio Hi-X60/iir-autoeq-score.txt
Austrian Audio Hi-X60,headphone,score,,,,-2.2,7,2,PK,113.0,-5.81,1.17,,,headphone_eq/Austrian Audio Hi-X60/iir-autoeq-score.txt
Austrian Audio Hi-X60,headphone,score,,,,-2.2,7,3,PK,302.0,-0.39,1.61,,,headphone_eq/Austrian Audio Hi-X60/iir-autoeq-score.txt
Austrian Audio Hi-X60,headphone,score,,,,-2.2,7,4,PK,332.0,2.02,3.77,,,headphone_eq/Austrian Audio Hi-X60/iir-autoeq-score.txt
Austrian Audio Hi-X60,headphone,score,,,,-2.2,7,5,PK,657.0,0.81,2.19,,,headphone_eq/Austrian Audio Hi-X60/iir-autoeq-score.txt
Austrian Audio Hi-X60,headphone,score,,,,-2.2,7,6,PK,1460.0,-0.36,4.31,,,headphone_eq/Austrian Audio Hi-X60/iir-autoeq-score.txt
Austrian Audio Hi-X60,headphone,score,,,,-2.2,7,7,PK,3599.0,-0.46,1.56,,,headphone_eq/Austrian Audio Hi-X60/iir-autoeq-score.txt
Beyerdynamic Amiron,headphone,flat,,,,-0.8,7,1,PK,70.0,2.02,2.83,,,headphone_eq/Beyerdynamic Amiron/iir-autoeq-flat.txt
Beyerdynamic Amiron,headphone,flat,,,,-0.8,7,2,PK,135.0,-5.92,0.5,,,headphone_eq/Beyerdynamic Amiron/iir-autoeq-flat.txt
Beyerdynamic Amiron,headphone,flat,,,,-0.8,7,3,PK,190.0,-0.67,2.96,,,headphone_eq/Beyerdynamic Amiron/iir-autoeq-flat.txt
Beyerdynamic Amiron,headphone,flat,,,,-0.8,7,4,PK,316.0,-3.93,0.7,,,headphone_eq/Beyerdynamic Amiron/iir-autoeq-flat.txt
Beyerdynamic Amiron,headphone,flat,,,,-0.8,7,5,PK,1493.0,2.07,1.98,,,headphone_eq/Beyerdynamic Amiron/iir-autoeq-flat.txt
Beyerdynamic Amiron,headphone,flat,,,,-0.8,7,6,PK,4100.0,-4.57,0.89,,,headphone_eq/Beyerdynamic Amiron/iir-autoeq-flat.txt
Beyerdynamic Amiron,headphone,flat,,,,-0.8,7,7,PK,4106.0,4.29,3.28,,,headphone_eq/Beyerdynamic Amiron/iir-autoeq-flat.txt
Beyerdynamic Amiron,headphone,score,,,,-0.2,7,1,PK,68.0,1.06,4.19,,,headphone_eq/Beyerdynamic Amiron/iir-autoeq-score.txt
Beyerdynamic Amiron,headphone,score,,,,-0.2,7,2,PK,129.0,-4.99,0.71,,,headphone_eq/Beyerdynamic Amiron/iir-autoeq-score.txt
